name,image_url,category,price,stock,description
Handloom Pochampally Woven Ikat Cotton Dupatta,https://assets.ajio.com/medias/sys_master/root/20220114/xCFf/61e17218aeb2695cdd159867/-286Wx359H-469065725-grey-MODEL.jpg,Women,"2,999",100,Handloom Pochampally Woven Ikat Cotton Dupatta
Striped Straight Kurta Set,https://assets.ajio.com/medias/sys_master/root/20210503/fCBf/609033e6aeb269a9e3a97b56/-286Wx359H-462340078-green-MODEL.jpg,Women,"3,298",100,Striped Straight Kurta Set
Pack of 2 Fitness Sports Bra,https://assets.ajio.com/medias/sys_master/root/20220520/5UBa/6286a986aeb26921afac7a63/-286Wx359H-464356394-pink-MODEL.jpg,Women,"2,398",100,Pack of 2 Fitness Sports Bra
Geometric Printed Traditional Saree,https://assets.ajio.com/medias/sys_master/root/20211229/Pjnu/61cb62c0aeb269011020a2d4/-286Wx359H-463259434-olive-MODEL.jpg,Women,"1,599",100,Geometric Printed Traditional Saree
Lightly Padded Sports Bra,https://assets.ajio.com/medias/sys_master/root/20220128/RT75/61f3a407aeb2695cdd37a24b/-286Wx359H-462207987-black-MODEL.jpg,Women,749,100,Lightly Padded Sports Bra
Chiffon Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/FuhG/628c00e1aeb26921afcb1662/-286Wx359H-464375846-teal-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Tassels
Chiffon Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/Gwdm/628c0263aeb26921afcb22ac/-286Wx359H-464375846-red-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Tassels
Chiffon Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/UzhC/628bef28f997dd03e2186792/-286Wx359H-464375846-black-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Tassels
Chiffon Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220524/VkIX/628c0f7ff997dd03e219d768/-286Wx359H-464369340-teal-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Lace Border
Pleated Crush Saree ,https://assets.ajio.com/medias/sys_master/root/20220524/gNam/628c081caeb26921afcb7bd2/-286Wx359H-464376265-yellow-MODEL.jpg,Women,"4,619",100,Pleated Crush Saree 
Chiffon Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220524/2IGG/628c0e70f997dd03e219cb7b/-286Wx359H-464369340-black-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Lace Border
Chiffon Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220523/QmCE/628b8d39aeb26921afc809cb/-286Wx359H-464369340-red-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Blouse Piece
Chiffon Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/TiuF/628d51b5aeb26921afd1e475/-286Wx359H-464379703-teal-MODEL.jpg,Women,"3,239",100,Chiffon Saree with Embellished Blouse Piece
Chiffon Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/K5v6/628d5914aeb26921afd27fac/-286Wx359H-464379703-navy-MODEL.jpg,Women,"3,239",100,Chiffon Saree with Embellished Blouse Piece
Chiffon Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/WvAb/628d5648aeb26921afd245af/-286Wx359H-464379703-black-MODEL.jpg,Women,"3,239",100,Chiffon Saree with Embellished Blouse Piece
Chiffon Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/fb31/628d4ceff997dd03e22045e8/-286Wx359H-464379703-yellow-MODEL.jpg,Women,"3,239",100,Chiffon Saree with Embellished Blouse Piece
Chiffon Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/K7uT/628d4ecaf997dd03e220722e/-286Wx359H-464379703-magenta-MODEL.jpg,Women,"3,239",100,Chiffon Saree with Embellished Blouse Piece
Chiffon Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/4jGN/628d553aaeb26921afd22fc4/-286Wx359H-464379703-red-MODEL.jpg,Women,"3,239",100,Chiffon Saree with Embellished Blouse Piece
Silk Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/7VTl/628d53ccf997dd03e220e403/-286Wx359H-464379793-pink-MODEL.jpg,Women,"2,849",100,Silk Saree with Embellished Blouse Piece
Chiffon Saree with Embellished Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220525/o8Ws/628d54b7aeb26921afd224fb/-286Wx359H-464380209-green-MODEL.jpg,Women,"3,239",100,Chiffon Saree with Embellished Blouse Piece
Solid Silk Saree with Blouse Piece,https://assets.ajio.com/medias/sys_master/root/20220526/gjRv/628e966faeb26921afd94716/-286Wx359H-464384511-pink-MODEL.jpg,Women,"2,849",100,Solid Silk Saree with Blouse Piece
Printed Crop Top with Skirt,https://assets.ajio.com/medias/sys_master/root/20220601/VDch/62970527aeb26921af028703/-286Wx359H-441095051-wine-MODEL.jpg,Women,"3,999",100,Printed Crop Top with Skirt
Indian A-line  Kurtis,https://assets.ajio.com/medias/sys_master/root/20220530/6fQc/6294960baeb26921aff2adf9/-286Wx359H-463220776-peach-MODEL.jpg,Women,"11,285",100,Indian A-line  Kurtis
Indian Kurti,https://assets.ajio.com/medias/sys_master/root/20220530/nzJN/629495b4f997dd03e244fc30/-286Wx359H-463225944-peach-MODEL.jpg,Women,"11,285",100,Indian Kurti
Printed Round-Neck Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220505/da1j/6272cba7f997dd03e2948a64/-286Wx359H-441144424-navy-MODEL.jpg,Women,499,100,Printed Round-Neck Straight Kurta
Acid Wash Cropped Super Skinny Jeans,https://assets.ajio.com/medias/sys_master/root/20220524/GAvB/628c06e7f997dd03e2197220/-286Wx359H-441138080-mediumblue-MODEL.jpg,Women,"1,299",100,Acid Wash Cropped Super Skinny Jeans
Shimmery Knitted Leggings,https://assets.ajio.com/medias/sys_master/root/20220531/9fSS/6295a50faeb26921affb4462/-286Wx359H-441136625-grey-MODEL.jpg,Women,699,100,Shimmery Knitted Leggings
Printed Flared Dress with Waist Tie-Up,https://assets.ajio.com/medias/sys_master/root/20220519/1b85/62858d34aeb26921afa3a0a3/-286Wx359H-441142002-darkgreen-MODEL.jpg,Women,"1,299",100,Printed Flared Dress with Waist Tie-Up
Mid-Rise Skinny Jeans,https://assets.ajio.com/medias/sys_master/root/20210610/JcVl/60c23c90aeb269a9e3e3b496/-286Wx359H-441185420-grey-MODEL.jpg,Women,"1,795",100,Mid-Rise Skinny Jeans
Striped Off-Shoulder Top,https://assets.ajio.com/medias/sys_master/root/20220530/El6J/6294a9d0aeb26921aff322cc/-286Wx359H-441351412-white-MODEL.jpg,Women,"1,399",100,Striped Off-Shoulder Top
Floral Print Fit & Flare Dress,https://assets.ajio.com/medias/sys_master/root/20220528/yCXK/62917166f997dd03e2412365/-286Wx359H-441140848-wine-MODEL.jpg,Women,"1,299",100,Floral Print Fit & Flare Dress
Striped Crop Top with Thigh-Slit Skirt Set,https://assets.ajio.com/medias/sys_master/root/20220602/w8qN/6297c023f997dd03e259f042/-286Wx359H-469189053-red-MODEL.jpg,Women,"2,799",100,Striped Crop Top with Thigh-Slit Skirt Set
Embroidered Yoke Round-Neck Tunic,https://assets.ajio.com/medias/sys_master/root/20220601/sgpo/6296f4c4f997dd03e2562fbc/-286Wx359H-441095353-mustard-MODEL.jpg,Women,"1,599",100,Embroidered Yoke Round-Neck Tunic
Striped Shorts with Insert Pocket,https://assets.ajio.com/medias/sys_master/root/20201228/bMBB/5fe9f74ff997dd8c17b1b61f/-286Wx359H-441043681-natural-MODEL.jpg,Women,"1,499",100,Striped Shorts with Insert Pocket
Floral Print Top with Ruffle,https://assets.ajio.com/medias/sys_master/root/20201231/bqPG/5fedca45f997dd8c17b6a6ed/-286Wx359H-441043447-blue-MODEL.jpg,Women,999,100,Floral Print Top with Ruffle
Layered Racer-Back Tank Top,https://assets.ajio.com/medias/sys_master/root/20200910/xb3d/5f592629aeb269ef8ebca348/-286Wx359H-460712256-pink-MODEL.jpg,Women,"1,099",100,Layered Racer-Back Tank Top
A-line Kurta with Spread Collar,https://assets.ajio.com/medias/sys_master/root/20220601/zaeR/62975a72aeb26921af04eaf8/-286Wx359H-469113637-lilac-MODEL.jpg,Women,"2,099",100,A-line Kurta with Spread Collar
A-line Kurta with Spread Collar,https://assets.ajio.com/medias/sys_master/root/20220601/Q7ZP/629711d8f997dd03e256c17a/-286Wx359H-469113637-yellow-MODEL.jpg,Women,"2,099",100,A-line Kurta with Spread Collar
Handblock Print Bagru Chanderi Saree,https://assets.ajio.com/medias/sys_master/root/20220601/hh0x/629747c8aeb26921af049b79/-286Wx359H-469171094-multi-MODEL.jpg,Women,"6,499",100,Handblock Print Bagru Chanderi Saree
Handblock Print Vijay Kalamkari Cotton Saree,https://assets.ajio.com/medias/sys_master/root/20210324/faS8/605b58ebaeb269a9e32641bb/-286Wx359H-460397648-black-MODEL.jpg,Women,"1,999",100,Handblock Print Vijay Kalamkari Cotton Saree
Foil Print Lehenga Choli Set,https://assets.ajio.com/medias/sys_master/root/20220601/JzNJ/62974c07aeb26921af04ad05/-286Wx359H-441095307-wine-MODEL.jpg,Women,"1,899",100,Foil Print Lehenga Choli Set
Embellished Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/SvAx/628c0a10f997dd03e2199b51/-286Wx359H-464376229-green-MODEL.jpg,Women,"5,439",100,Embellished Saree with Tassels
Floral Embroidered Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/dMyy/628c06b7f997dd03e2196dcf/-286Wx359H-464376112-beige-MODEL.jpg,Women,"3,009",100,Floral Embroidered Saree with Tassels
Chiffon Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/bRgj/628c1e2ef997dd03e21a2610/-286Wx359H-464375846-magenta-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Tassels
Floral Embroidered Georgette Saree,https://assets.ajio.com/medias/sys_master/root/20220524/FuoV/628bfd07aeb26921afcaf9ba/-286Wx359H-464376004-green-MODEL.jpg,Women,"6,029",100,Floral Embroidered Georgette Saree
Embellished Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/mvAk/628c088faeb26921afcb840a/-286Wx359H-464376229-wine-MODEL.jpg,Women,"5,439",100,Embellished Saree with Tassels
Floral Print Georgette Saree ,https://assets.ajio.com/medias/sys_master/root/20220524/d5hR/628c08fbaeb26921afcb8aad/-286Wx359H-464376004-black-MODEL.jpg,Women,"6,029",100,Floral Print Georgette Saree 
Embroidered Georgette Saree,https://assets.ajio.com/medias/sys_master/root/20220524/m6XZ/628c07faf997dd03e219821b/-286Wx359H-464376004-pink-MODEL.jpg,Women,"6,029",100,Embroidered Georgette Saree
Chiffon Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/CFV0/628c04b5f997dd03e2194869/-286Wx359H-464375846-grey-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Tassels
Chiffon Saree with Tassels,https://assets.ajio.com/medias/sys_master/root/20220524/y0u9/628c0a40f997dd03e2199f1c/-286Wx359H-464375846-green-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Tassels
Geometric Print Georgette Saree,https://assets.ajio.com/medias/sys_master/root/20220524/j0vB/628bfd1baeb26921afcafa7b/-286Wx359H-464376436-pink-MODEL.jpg,Women,"4,779",100,Geometric Print Georgette Saree
Chiffon Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220524/uYEO/628c1042aeb26921afcbd223/-286Wx359H-464369340-green-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Lace Border
Chiffon Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220524/nkUK/628c0e8cf997dd03e219cc2f/-286Wx359H-464369340-magenta-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Lace Border
Chiffon Saree with Lace Border,https://assets.ajio.com/medias/sys_master/root/20220524/ezMG/628be4bdf997dd03e21833b9/-286Wx359H-464369340-grey-MODEL.jpg,Women,"3,669",100,Chiffon Saree with Lace Border
Straight Kurta with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20220601/pT5n/62974583f997dd03e258ce5d/-286Wx359H-441095114-maroon-MODEL.jpg,Women,"1,899",100,Straight Kurta with Insert Pockets
Ombre-dyed Print Flared Kurta,https://assets.ajio.com/medias/sys_master/root/20220422/oodg/62628140aeb26921af3cb55a/-286Wx359H-462498064-white-MODEL.jpg,Women,"4,084",100,Ombre-dyed Print Flared Kurta
Geometric Pattern A-line Kurta,https://assets.ajio.com/medias/sys_master/root/20220601/wvsh/629704b0f997dd03e2568620/-286Wx359H-441095182-indigo-MODEL.jpg,Women,"2,399",100,Geometric Pattern A-line Kurta
Printed Flat-Front Pants,https://assets.ajio.com/medias/sys_master/root/20210604/DvXf/60b92b57aeb269a9e3d54378/-286Wx359H-460897599-lightbrown-MODEL.jpg,Women,"2,999",100,Printed Flat-Front Pants
Polo T-shirt with Spread Collar,https://assets.ajio.com/medias/sys_master/root/20220601/iXnp/62974a80aeb26921af04a5f0/-286Wx359H-469176571-white-MODEL.jpg,Women,949,100,Polo T-shirt with Spread Collar
Typographic Print Fitted Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220602/UZMC/629843dbf997dd03e25b6c62/-286Wx359H-469176592-yellow-MODEL.jpg,Women,499,100,Typographic Print Fitted Crew-Neck T-shirt
Typographic Print Fitted Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/TThY/6296efa1aeb26921af021ee1/-286Wx359H-469176590-beige-MODEL.jpg,Women,499,100,Typographic Print Fitted Crew-Neck T-shirt
Typographic Print Fitted Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/nm74/62970ad4f997dd03e256a0df/-286Wx359H-469176593-white-MODEL.jpg,Women,499,100,Typographic Print Fitted Crew-Neck T-shirt
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/Bc3P/62974d55f997dd03e258f7ae/-286Wx359H-469176587-grey-MODEL.jpg,Women,499,100,Typographic Print Crew-Neck T-shirt
Jumpsuit with Tie-Up,https://assets.ajio.com/medias/sys_master/root/20210615/HluA/60c8c39daeb269a9e3e95fd7/-286Wx359H-460863630-bordeaux-MODEL.jpg,Women,"3,099",100,Jumpsuit with Tie-Up
Sports Leggings with Elasticated Waist,https://assets.ajio.com/medias/sys_master/root/20220530/57ZL/6294fa90aeb26921aff5a667/-286Wx359H-441137504-jetblack-MODEL.jpg,Women,899,100,Sports Leggings with Elasticated Waist
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/XKAi/62971957aeb26921af02d30c/-286Wx359H-469176589-black-MODEL.jpg,Women,499,100,Typographic Print Crew-Neck T-shirt
Pants with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20220601/REJC/62972daef997dd03e258458f/-286Wx359H-469176597-blue-MODEL.jpg,Women,"2,099",100,Pants with Insert Pockets
Bra & Panty Set,https://assets.ajio.com/medias/sys_master/root/20220128/PCLx/61f399e9f997dd66234479c4/-286Wx359H-461066875-pink-MODEL.jpg,Women,"1,098",100,Bra & Panty Set
Camouflage Print Hipsters with Elasticated Waistband,https://assets.ajio.com/medias/sys_master/root/20220128/yzNE/61f3a7b6f997dd66234565ed/-286Wx359H-463196519-green-MODEL.jpg,Women,499,100,Camouflage Print Hipsters with Elasticated Waistband
 Floral Printed  Round-Neck Dress,https://assets.ajio.com/medias/sys_master/root/20211228/bnhE/61ca25b8aeb26901101e9588/-286Wx359H-463563191-green-MODEL.jpg,Women,"2,999",100, Floral Printed  Round-Neck Dress
Geometric Print Kurta with Pants,https://assets.ajio.com/medias/sys_master/root/20220601/y4uL/62975fafaeb26921af0515e9/-286Wx359H-441095117-mustard-MODEL.jpg,Women,"5,499",100,Geometric Print Kurta with Pants
Floral Printed Hipsters Panties ,https://assets.ajio.com/medias/sys_master/root/20220128/xGqD/61f3aa96f997dd66234591fe/-286Wx359H-463420503-purple-MODEL.jpg,Women,499,100,Floral Printed Hipsters Panties 
Fitted Track Pants with Insert Pockets,https://assets.ajio.com/medias/sys_master/root/20220128/Z3HX/61f395c3aeb2695cdd36a4e4/-286Wx359H-461060387-grey-MODEL.jpg,Women,"1,799",100,Fitted Track Pants with Insert Pockets
Pre-Stitched Saree,https://assets.ajio.com/medias/sys_master/root/20210625/zmsU/60d50f39aeb269a9e30c1ab6/-286Wx359H-462553182-maroon-MODEL.jpg,Women,"2,600",100,Pre-Stitched Saree
Textured A-line Skirt,https://assets.ajio.com/medias/sys_master/root/20210225/XUyN/60373683f997dd5c40fb0a2b/-286Wx359H-460858771-camel-MODEL.jpg,Women,"1,799",100,Textured A-line Skirt
Bra & Panties Set,https://assets.ajio.com/medias/sys_master/root/20220128/ztJK/61f39729f997dd6623444c27/-286Wx359H-461065827-brown-MODEL.jpg,Women,"1,098",100,Bra & Panties Set
Bra & Panty Set Lace Panel,https://assets.ajio.com/medias/sys_master/root/20220128/eakV/61f397f7aeb2695cdd36df15/-286Wx359H-461065035-black-MODEL.jpg,Women,"1,098",100,Bra & Panty Set Lace Panel
V-neck Top with Woven Motifs,https://assets.ajio.com/medias/sys_master/root/20220601/pVFu/6296ff84aeb26921af026ffe/-286Wx359H-469113777-navy-MODEL.jpg,Women,"1,699",100,V-neck Top with Woven Motifs
Pack of 2 Printed Sarees with Contrast Border,https://assets.ajio.com/medias/sys_master/root/20220302/wQGd/621f186ef997dd03e2fa6dd1/-286Wx359H-461746185-blue-MODEL.jpg,Women,"2,663",100,Pack of 2 Printed Sarees with Contrast Border
Pack of 2 Printed Sarees with Contrast Border,https://assets.ajio.com/medias/sys_master/root/20220302/5GCv/621f1406f997dd03e2f9e56e/-286Wx359H-461746895-green-MODEL.jpg,Women,"2,663",100,Pack of 2 Printed Sarees with Contrast Border
Pack of 2 Printed Sarees,https://assets.ajio.com/medias/sys_master/root/20220302/JYWA/621f1349aeb26921afc07277/-286Wx359H-461777515-cream-MODEL.jpg,Women,"2,663",100,Pack of 2 Printed Sarees
Pack of 2 Printed Sarees with Contrast Border,https://assets.ajio.com/medias/sys_master/root/20220302/6P9n/621f150ff997dd03e2fa061b/-286Wx359H-461746306-green-MODEL.jpg,Women,"2,663",100,Pack of 2 Printed Sarees with Contrast Border
Saree with Printed Border,https://assets.ajio.com/medias/sys_master/root/20220302/BpU1/621f15f3f997dd03e2fa2342/-286Wx359H-461663110-red-MODEL.jpg,Women,"1,248",100,Saree with Printed Border
Checked Saree with Contrast Printed Taselled Border,https://assets.ajio.com/medias/sys_master/root/20220302/CSDY/621f12eff997dd03e2f9c333/-286Wx359H-461199308-blue-MODEL.jpg,Women,"1,249",100,Checked Saree with Contrast Printed Taselled Border
Crew-Neck T-shirt with Patch Pocket,https://assets.ajio.com/medias/sys_master/root/20220601/zWub/629753edf997dd03e2591657/-286Wx359H-469176564-pink-MODEL.jpg,Women,799,100,Crew-Neck T-shirt with Patch Pocket
Striped Crew-Neck Cropped Pullover,https://assets.ajio.com/medias/sys_master/root/20220518/2znd/6284f6c0aeb26921af9fa89c/-286Wx359H-441141103-green-MODEL.jpg,Women,799,100,Striped Crew-Neck Cropped Pullover
Checked Strappy Skater Dress with Mask,https://assets.ajio.com/medias/sys_master/root/20210225/oDV4/603747237cdb8c1f144d40eb/-286Wx359H-460860142-lilac-MODEL.jpg,Women,"2,899",100,Checked Strappy Skater Dress with Mask
Typographic Print Crew-Neck T-shirt,https://assets.ajio.com/medias/sys_master/root/20220601/Yklq/62972d88aeb26921af0420ef/-286Wx359H-469176584-blue-MODEL.jpg,Women,499,100,Typographic Print Crew-Neck T-shirt
Printed Flared Long Skirt,https://assets.ajio.com/medias/sys_master/root/20220507/25aH/62756af0aeb26921af59b80b/-286Wx359H-441140840-maroon-MODEL.jpg,Women,"1,499",100,Printed Flared Long Skirt
Printed Tunic with Contrast Panel,https://assets.ajio.com/medias/sys_master/root/20220505/N1W5/6272cf51aeb26921af550cc5/-286Wx359H-441141681-wine-MODEL.jpg,Women,"1,299",100,Printed Tunic with Contrast Panel
Printed Straight Kurta,https://assets.ajio.com/medias/sys_master/root/20220601/ycPr/629751bcaeb26921af04c684/-286Wx359H-441277053-beige-MODEL.jpg,Women,"2,399",100,Printed Straight Kurta
Handloom Pochampally Woven Ikat Cotton Dupatta,https://assets.ajio.com/medias/sys_master/root/20220114/LAzM/61e17292aeb2695cdd159b77/-286Wx359H-469065731-grey-MODEL.jpg,Women,"2,999",100,Handloom Pochampally Woven Ikat Cotton Dupatta
